datum;kijkers
2024-10-06T00:00:00.000000;826.128
2024-10-07T00:00:00.000000;910.654
2024-10-08T00:00:00.000000;833.287
2024-10-09T00:00:00.000000;908.736
2024-10-10T00:00:00.000000;900.715
2024-10-11T00:00:00.000000;840.573
2024-10-12T00:00:00.000000;750.960
2024-10-14T00:00:00.000000;936.136
2024-10-15T00:00:00.000000;839.554
2024-10-16T00:00:00.000000;828.888
2024-10-17T00:00:00.000000;882.083
2024-10-18T00:00:00.000000;799.030
2024-10-19T00:00:00.000000;716.878
2024-10-20T00:00:00.000000;890.133
2024-10-21T00:00:00.000000;917.133
2024-10-22T00:00:00.000000;792.413
2024-10-25T00:00:00.000000;800.579
2024-10-26T00:00:00.000000;712.277
2024-10-27T00:00:00.000000;846.672
2024-10-28T00:00:00.000000;970.294
2024-10-29T00:00:00.000000;952.163
2024-10-30T00:00:00.000000;955.254
2024-10-31T00:00:00.000000;902.447
2024-11-01T00:00:00.000000;838.041
2024-11-02T00:00:00.000000;688.617
2024-11-03T00:00:00.000000;986.135
2024-11-04T00:00:00.000000;959.013
2024-11-05T00:00:00.000000;964.680
2024-11-06T00:00:00.000000;907.720
2024-11-07T00:00:00.000000;821.322
2024-11-08T00:00:00.000000;863.521
2024-11-09T00:00:00.000000;706.253
2024-11-10T00:00:00.000000;809.568
2024-11-11T00:00:00.000000;905.525
2024-11-12T00:00:00.000000;937.213
2024-11-13T00:00:00.000000;949.386
2024-11-14T00:00:00.000000;800.238
2024-11-15T00:00:00.000000;910.858
2024-11-16T00:00:00.000000;663.773
2024-11-17T00:00:00.000000;813.588
2024-11-18T00:00:00.000000;941.518
2024-11-19T00:00:00.000000;974.384
2024-11-20T00:00:00.000000;986.950
2024-11-21T00:00:00.000000;914.981
2024-11-22T00:00:00.000000;870.857
2024-11-23T00:00:00.000000;790.901
2024-11-24T00:00:00.000000;859.756
2024-11-25T00:00:00.000000;973.561
2024-11-26T00:00:00.000000;977.776
2024-11-27T00:00:00.000000;823.386
2024-11-28T00:00:00.000000;813.751
2024-11-29T00:00:00.000000;772.991
2024-11-30T00:00:00.000000;740.624
2024-12-01T00:00:00.000000;817.290
2024-12-02T00:00:00.000000;974.028
2024-12-03T00:00:00.000000;887.409
2024-12-04T00:00:00.000000;881.028
2024-12-05T00:00:00.000000;971.470
2024-12-06T00:00:00.000000;841.686
2024-12-07T00:00:00.000000;681.334
2024-12-08T00:00:00.000000;912.226
2024-12-09T00:00:00.000000;939.747
2024-12-10T00:00:00.000000;946.521
2024-12-11T00:00:00.000000;831.704
2024-12-12T00:00:00.000000;812.791
2024-12-13T00:00:00.000000;883.071
2024-12-14T00:00:00.000000;758.916
2024-12-15T00:00:00.000000;911.723
2024-12-16T00:00:00.000000;977.918
2024-12-17T00:00:00.000000;940.516
2024-12-18T00:00:00.000000;925.282
2024-12-19T00:00:00.000000;861.220
2024-12-20T00:00:00.000000;800.709
2024-12-21T00:00:00.000000;759.199
2024-12-22T00:00:00.000000;883.397
2024-12-23T00:00:00.000000;988.639
2024-12-24T00:00:00.000000;608.937
2024-12-25T00:00:00.000000;722.592
2024-12-26T00:00:00.000000;887.037
2024-12-27T00:00:00.000000;990.469
2024-12-28T00:00:00.000000;807.063
2024-12-29T00:00:00.000000;922.216
2024-12-30T00:00:00.000000;842.608
2024-12-31T00:00:00.000000;576.659
2025-01-01T00:00:00.000000;896.622
2025-01-02T00:00:00.000000;972.499
2025-01-03T00:00:00.000000;993.523
2025-01-04T00:00:00.000000;895.243
2025-01-05T00:00:00.000000;982.051
2025-01-06T00:00:00.000000;1.007.789
2025-01-07T00:00:00.000000;1.005.833
2025-01-08T00:00:00.000000;1.004.398
2025-01-09T00:00:00.000000;977.016
2025-01-10T00:00:00.000000;927.682
2025-01-11T00:00:00.000000;734.462
2025-01-12T00:00:00.000000;947.761
2025-01-13T00:00:00.000000;1.008.894
2025-01-14T00:00:00.000000;985.079
2025-01-15T00:00:00.000000;954.840
2025-01-16T00:00:00.000000;963.486
2025-01-17T00:00:00.000000;935.965
2025-01-18T00:00:00.000000;712.563
2025-01-19T00:00:00.000000;1.029.535
2025-01-20T00:00:00.000000;1.044.402
2025-01-21T00:00:00.000000;1.032.124
2025-01-22T00:00:00.000000;1.009.702
2025-01-23T00:00:00.000000;916.175
2025-01-24T00:00:00.000000;899.500
2025-01-25T00:00:00.000000;717.835
2025-01-26T00:00:00.000000;894.384
2025-01-27T00:00:00.000000;1.084.008
2025-01-28T00:00:00.000000;1.041.873
2025-01-29T00:00:00.000000;946.705
2025-01-30T00:00:00.000000;1.008.975
2025-01-31T00:00:00.000000;876.761
2025-02-01T00:00:00.000000;858.790
2025-02-02T00:00:00.000000;970.596
2025-02-03T00:00:00.000000;1.040.772
2025-02-04T00:00:00.000000;987.540
2025-02-05T00:00:00.000000;1.011.231
2025-02-06T00:00:00.000000;1.009.683
2025-02-07T00:00:00.000000;937.202
2025-02-08T00:00:00.000000;717.746
2025-02-09T00:00:00.000000;875.838
2025-02-10T00:00:00.000000;1.033.341
2025-02-11T00:00:00.000000;883.323
2025-02-12T00:00:00.000000;797.597
2025-02-13T00:00:00.000000;832.536
2025-02-14T00:00:00.000000;836.263
2025-02-15T00:00:00.000000;621.946
2025-02-16T00:00:00.000000;944.778
2025-02-17T00:00:00.000000;992.815
2025-02-18T00:00:00.000000;988.536
2025-02-19T00:00:00.000000;980.554
2025-02-20T00:00:00.000000;884.828
2025-02-21T00:00:00.000000;849.098
2025-02-22T00:00:00.000000;658.816
2025-02-23T00:00:00.000000;836.112
2025-02-24T00:00:00.000000;1.034.792
2025-02-25T00:00:00.000000;963.984
2025-02-26T00:00:00.000000;1.011.320
2025-02-27T00:00:00.000000;947.653
2025-02-28T00:00:00.000000;966.555
2025-03-01T00:00:00.000000;743.863
2025-03-02T00:00:00.000000;862.217
2025-03-03T00:00:00.000000;1.028.478
2025-03-04T00:00:00.000000;844.874
2025-03-05T00:00:00.000000;876.524
2025-03-06T00:00:00.000000;898.400
2025-03-07T00:00:00.000000;901.923
2025-03-08T00:00:00.000000;640.079
2025-03-09T00:00:00.000000;850.930
2025-03-10T00:00:00.000000;1.031.125
2025-03-11T00:00:00.000000;1.052.668
